dataset,task_name,posterior_strategy_requested,ambiguity_level,method,sequence_exact_match,sequence_token_accuracy,sequence_topk_recovery,sequence_cer,symbol_topk_accuracy,prediction_set_coverage,prediction_set_avg_size,prediction_set_singleton_rate,prediction_set_rescue_rate,family_identification_accuracy,family_identification_topk_recovery,source_dataset_name,selected_symbol_count,sequence_length,synthetic_from_real
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,conformal_beam,0.8888888888888888,0.9722222222222222,0.8888888888888888,0.027777777777777776,0.974025974025974,0.9722222222222222,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,conformal_crf_viterbi,0.8888888888888888,0.9722222222222222,0.8888888888888888,0.027777777777777776,0.974025974025974,0.9722222222222222,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,conformal_trigram_beam,0.8888888888888888,0.9722222222222222,0.8888888888888888,0.027777777777777776,0.974025974025974,0.9722222222222222,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,fixed_greedy,0.8888888888888888,0.9722222222222222,0.8888888888888888,0.027777777777777776,0.974025974025974,0.9722222222222222,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,uncertainty_beam,0.6111111111111112,0.8796296296296297,0.7777777777777778,0.12037037037037039,1.0,1.0,2.7037037037037037,0.08981481481481482,0.027777777777777776,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,uncertainty_crf_viterbi,0.6111111111111112,0.8796296296296297,0.6111111111111112,0.12037037037037039,1.0,1.0,2.7037037037037037,0.08981481481481482,0.027777777777777776,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.0,uncertainty_trigram_beam,0.5,0.8824074074074074,0.9444444444444444,0.1175925925925926,1.0,1.0,2.7037037037037037,0.08981481481481482,0.027777777777777776,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.15,conformal_beam,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.05555555555555555,0.948051948051948,0.9444444444444444,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.15,conformal_crf_viterbi,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.05555555555555555,0.948051948051948,0.9444444444444444,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
historical_newspapers_real_grouped_validated,real_grouped_manifest_sequences,cluster_distance,0.15,conformal_trigram_beam,0.7777777777777778,0.9444444444444444,0.7777777777777778,0.05555555555555555,0.948051948051948,0.9444444444444444,1.0,1.0,0.0,,,historical_newspapers_grouped_words_validated_subset,6,"{'max': 6, 'mean': 4.127659574468085, 'min': 4}",False
